date,campaign_id,campaign_name,target,match_type,targeting_type,impressions,clicks,cost,orders,sales
2025-11-27,B0DM43FG22 (TIMELESS) - SP - KWG: NAD / ORGANIC BROAD+,B0DM43FG22 (TIMELESS) - SP - KWG: NAD / ORGANIC BROAD+,+nad +supplement +organic,broad,unknown,1,1,5.56,0,0.0
2025-11-27,BERBERINE - SP - SKC ' PURE BERBERINE ',BERBERINE - SP - SKC ' PURE BERBERINE ',pure berberine,exact,unknown,13,3,12.0,0,0.0
2025-11-27,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,close-match,-,unknown,1,1,0.66,0,0.0
2025-11-27,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,substitutes,-,unknown,1,1,0.96,0,0.0
2025-11-28,B07W8S6TC3  - Saffron Supplements - *saffron* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron* - Exact - Main Keywords - SKC - Cambria,saffron,exact,unknown,5,1,2.42,0,0.0
2025-11-28,B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',saffron supplements,exact,unknown,39,2,6.0,2,33.42
2025-11-28,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,"asin=""B09DTN7P4W""",-,unknown,1496,13,20.62,2,26.86
2025-11-28,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B072K71972""",-,unknown,303,2,2.52,0,0.0
2025-11-28,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B0F3W8JQCF""",-,unknown,53,1,1.49,0,0.0
2025-11-28,B07W8S6TC3 (Saffron) - SP - AUTO SUBSTITUTES,B07W8S6TC3 (Saffron) - SP - AUTO SUBSTITUTES,substitutes,-,unknown,17,2,1.8,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 1,happy saffron,broad,unknown,5,1,1.5,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,saffron brain md,broad,unknown,1,1,1.5,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,saffron extract,broad,unknown,204,4,6.0,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 3,saffron gummies,broad,unknown,2,1,1.5,1,13.43
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 4,saffron with zin,broad,unknown,6,1,1.5,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,+saffron +supplements,broad,unknown,3023,37,55.480000000000004,5,94.01
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,+safron,broad,unknown,7,1,1.23,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,saffron,exact,unknown,413,5,7.2,1,13.43
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,saffron extract supplements,exact,unknown,36,2,3.72,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 5,safron,exact,unknown,844,1,1.7,1,13.43
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,"asin-expanded=""B0DRTVW3PR""",-,unknown,6,1,1.1,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,"asin=""B0DRTVW3PR""",-,unknown,23,1,1.1,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,saffron pills,phrase,unknown,119,3,4.71,1,13.43
2025-11-28,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,"category=""Saffron""",-,unknown,1,1,0.92,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,+appetite +suppressant,broad,unknown,36,2,4.04,1,13.43
2025-11-28,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,+appetite +suppressant +for +weight +loss,broad,unknown,756,2,6.82,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,+appetite +suppressant +natural,broad,unknown,11,1,3.0,0,0.0
2025-11-28,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,+appetite +suppressant +saffron,broad,unknown,21,1,3.05,1,13.43
2025-11-28,B087QTGP1D (Mushroom) - SP - BROAD,B087QTGP1D (Mushroom) - SP - BROAD,aceworkz,phrase,unknown,13,2,12.98,2,36.78
2025-11-28,B087QTGP1D - M. Complex Supplement - Defensive - Cambria  - Exact ASIN - 1,B087QTGP1D - M. Complex Supplement - Defensive - Cambria  - Exact ASIN - 1,"asin=""B0CT7J7X98""",-,unknown,107,2,4.0,0,0.0
2025-11-28,B087QTGP1D - M. Complex Supplement - Non Branded - Longtail - Ranking - Cambria  - Exact - 10,B087QTGP1D - M. Complex Supplement - Non Branded - Longtail - Ranking - Cambria  - Exact - 10,organic mushroom complex,exact,unknown,5,1,2.0,0,0.0
2025-11-28,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 2,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 2,cognitive supplement,broad,unknown,9,1,2.08,0,0.0
2025-11-28,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 2,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 2,lions mane,broad,unknown,1,1,1.6,0,0.0
2025-11-28,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,natural mushroom supplements for men,broad,unknown,2,1,2.08,0,0.0
2025-11-28,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Expanded ASIN - 2,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Expanded ASIN - 2,"asin-expanded=""B0BG6TGKZS""",-,unknown,6,1,1.12,0,0.0
2025-11-28,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushroom supplements,exact,unknown,300,10,44.8,3,55.17
2025-11-28,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 1,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 1,"asin=""B0CT7J7X98""",-,unknown,161,3,5.04,0,0.0
2025-11-28,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 2,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 2,"asin=""B07W8S6TC3""",-,unknown,142,1,1.92,0,0.0
2025-11-28,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',berberine supplement,exact,unknown,2288,4,12.6,2,39.98
2025-11-28,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',berberine,exact,unknown,479,3,12.0,0,0.0
2025-11-28,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,"asin=""B0CD8PV49D""",-,unknown,3,1,2.29,0,0.0
2025-11-28,B08HMCY7Y5 (Berberine) - SP - PHRASE,B08HMCY7Y5 (Berberine) - SP - PHRASE,berberine,phrase,unknown,4,1,1.24,0,0.0
2025-11-28,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,500mg berberine,broad,unknown,22,1,2.2,0,0.0
2025-11-28,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,berberine,broad,unknown,112,3,4.199999999999999,0,0.0
2025-11-28,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,berberine 550mg,broad,unknown,1,1,1.44,0,0.0
2025-11-28,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,berberine hcl,broad,unknown,1,1,1.85,0,0.0
2025-11-28,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 4,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 4,berberine weight loss,broad,unknown,45,1,1.3,1,19.99
2025-11-28,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,berberine weight loss women,broad,unknown,45,1,2.2,0,0.0
2025-11-28,B091MGWKT8 (Restore) - SP - AUTO CLOSE,B091MGWKT8 (Restore) - SP - AUTO CLOSE,close-match,-,unknown,7,1,1.66,0,0.0
2025-11-28,B091MGWKT8 (Restore) - SP - AUTO SUBSTITUTES,B091MGWKT8 (Restore) - SP - AUTO SUBSTITUTES,substitutes,-,unknown,2,1,1.25,0,0.0
2025-11-28,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Broad Modifier - 1,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Broad Modifier - 1,+restore +supplement,broad,unknown,12,1,2.0,0,0.0
2025-11-28,B0C6L9RBKZ (Elite Brain) - SP - BROAD,B0C6L9RBKZ (Elite Brain) - SP - BROAD,alpha brain,broad,unknown,1,1,2.77,0,0.0
2025-11-28,B0C6L9RBKZ (Elite Brain) - SP - BROAD,B0C6L9RBKZ (Elite Brain) - SP - BROAD,elite brain,broad,unknown,3,1,0.95,0,0.0
2025-11-28,B0C6L9RBKZ - Elite Brain Supplement - Defensive - Cambria  - Exact ASIN - 1,B0C6L9RBKZ - Elite Brain Supplement - Defensive - Cambria  - Exact ASIN - 1,"asin=""B0CT7J7X98""",-,unknown,83,1,2.0,0,0.0
2025-11-28,B0CT7J7X98 (IGNITE) - SP - BRAND,B0CT7J7X98 (IGNITE) - SP - BRAND,Ignite,phrase,unknown,72,2,0.9,0,0.0
2025-11-28,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,appetite suppressant for weight loss,exact,unknown,1881,5,11.66,0,0.0
2025-11-28,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,hydroxycut,exact,unknown,882,3,6.81,1,26.39
2025-11-28,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,"asin=""B01BXLYEQ0""",-,unknown,1031,8,12.21,2,59.38
2025-11-28,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,"asin=""B01NAXDNE6""",-,unknown,178,1,1.44,0,0.0
2025-11-28,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,"asin=""B07XN7NVQ9""",-,unknown,19,1,1.41,0,0.0
2025-11-28,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,"asin=""B0CG3SL43Q""",-,unknown,115,2,1.9,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - *fat burners for women* - Exact - Ranking - Main Keywords - SKC- Cambria,B0CT7J7X98 - Ignite Fat Burner - *fat burners for women* - Exact - Ranking - Main Keywords - SKC- Cambria,fat burners for women,exact,unknown,1,1,2.0,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,"asin=""B091MGWKT8""",-,unknown,3,1,2.0,1,19.99
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,"asin=""B0CT7J7X98""",-,unknown,133,13,17.84,1,52.78
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 12,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 12,pills for fast weight loss,broad,unknown,344,1,1.3,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 14,thermo burn fat burner weight loss,broad,unknown,1,1,1.3,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 14,thermogenic fat burner for women,broad,unknown,82,2,2.6,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 16,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 16,weight loss pills,broad,unknown,465,1,1.0,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 4,fat burner pills,broad,unknown,110,1,1.3,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 1,+appetite +suppressant +for +weight +loss,broad,unknown,7,2,3.0,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 1,+best +weight +loss +pills,broad,unknown,2,1,1.5,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 12,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 12,+weight +loss +pills +man,broad,unknown,6,1,1.5,1,26.39
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,+fat +burner +for +weight +loss,broad,unknown,80,1,1.5,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 4,+fatloss +for +men,broad,unknown,6,1,1.5,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,+ignite +metabolism,broad,unknown,17,2,2.1,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 15,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 15,weight loss pills man,exact,unknown,158,1,1.8,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 3,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 3,fat burner and metabolism booster,exact,unknown,1,1,2.46,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 7,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 7,happy mammoth ultimate weight control,exact,unknown,3,1,1.8,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 8,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 8,mens fat burner,exact,unknown,301,4,7.06,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 9,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 9,metabolism,exact,unknown,27,1,1.8,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B01BXLYEQ0""",-,unknown,13,2,2.0,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B07XN7NVQ9""",-,unknown,7,1,1.0,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B0FLDHLMT7""",-,unknown,39,1,1.0,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,mens weight loss pills,phrase,unknown,5,1,1.95,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,metabolism,phrase,unknown,2,2,2.76,1,26.39
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 2,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 2,best weight loss pills,phrase,unknown,2,1,1.5,1,26.39
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,fat burner pills,phrase,unknown,10,2,3.0,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burners,phrase,unknown,2288,20,29.89,1,26.39
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burners for men,phrase,unknown,49,1,1.5,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 8,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 8,ignite fat burner for women,phrase,unknown,2,1,1.5,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Broad Modifier - 2,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Broad Modifier - 2,+fat +burn,broad,unknown,1,1,0.6,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Exact - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Exact - 1,fat burners for women,exact,unknown,39,1,1.25,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Exact - 30,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Exact - 30,thermogenic weight loss pills for women,exact,unknown,2,1,1.18,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Phrase - 28,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Phrase - 28,the fat burner,phrase,unknown,19,1,0.65,0,0.0
2025-11-28,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Phrase - 30,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Phrase - 30,thermogenic burner,phrase,unknown,1,1,0.65,0,0.0
2025-11-28,BERBERINE - SP - SKC ' PURE BERBERINE ',BERBERINE - SP - SKC ' PURE BERBERINE ',pure berberine,exact,unknown,13,1,4.0,0,0.0
2025-11-28,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,loose-match,-,unknown,1,1,0.35,0,0.0
2025-11-28,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,substitutes,-,unknown,1,1,0.96,0,0.0
2025-11-29,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,organic saffron,exact,unknown,94,3,5.4,0,0.0
2025-11-29,B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',saffron supplements,exact,unknown,58,2,6.0,1,13.43
2025-11-29,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,"asin=""B09DTN7P4W""",-,unknown,2154,23,36.43000000000001,2,26.86
2025-11-29,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B072K71972""",-,unknown,396,4,5.04,1,26.86
2025-11-29,B07W8S6TC3 (Saffron) - SP - AUTO SUBSTITUTES,B07W8S6TC3 (Saffron) - SP - AUTO SUBSTITUTES,substitutes,-,unknown,6,3,2.63,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 1,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 1,"asin=""B0CT7J7X98""",-,unknown,101,1,2.0,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 2,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 2,"asin=""B07W8S6TC3""",-,unknown,120,3,4.56,1,13.43
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,saffron 250 mg,broad,unknown,24,1,1.5,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,saffron extract,broad,unknown,348,2,3.0,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,saffron for weight loss,broad,unknown,98,4,6.0,2,26.86
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 4,saffron supplements third party tested,broad,unknown,82,1,1.5,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 5,safron,broad,unknown,4,1,1.26,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 1,+best +saffron,broad,unknown,1,1,1.5,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,+saffron +pills,broad,unknown,3,1,1.5,0,0.0
2025-11-29,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,+saffron +supplements,broad,unknown,3399,32,47.239999999999995,5,67.15
