date,campaign_id,campaign_name,target,match_type,targeting_type,impressions,clicks,cost,orders,sales
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 5,fat burners for women,broad,unknown,98,1,1.3,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 13,+weight +loss +thermogenic,broad,unknown,156,1,1.5,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,+ignite +metabolism,broad,unknown,17,2,1.53,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 7,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 7,+mens +fat +burner,broad,unknown,31,2,3.0,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 4,fat burners for men,exact,unknown,2916,9,15.51,2,86.97
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 9,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 9,metabolism,exact,unknown,14,1,1.8,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B01BXLYEQ0""",-,unknown,9,1,0.45,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B07XN7NVQ9""",-,unknown,13,1,1.0,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B0DRRGWXYN""",-,unknown,27,2,2.0,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,thermogenic fat burner,phrase,unknown,391,3,4.41,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 2,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 2,best weight loss pills,phrase,unknown,4,1,1.5,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,fat burner for weight loss,phrase,unknown,3,1,1.5,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burners,phrase,unknown,203,3,4.4399999999999995,0,0.0
2025-11-07,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 8,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 8,ignite supplement,phrase,unknown,8,3,3.72,0,0.0
2025-11-07,B0DM43FG22 (TIMELESS) - SP - KWG: SUPPLEMENT / PURE BROAD+,B0DM43FG22 (TIMELESS) - SP - KWG: SUPPLEMENT / PURE BROAD+,+nad +supplement +pure,broad,unknown,9,1,5.86,0,0.0
2025-11-07,B0DM43FG22 (Timeless)  - SP - PRODUCT 2,B0DM43FG22 (Timeless)  - SP - PRODUCT 2,"asin=""B0CJG45WHW""",-,unknown,71,1,2.2,0,0.0
2025-11-07,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,loose-match,-,unknown,2,2,1.68,1,20.99
2025-11-07,SP - Branded Defense - Timeless,SP - Branded Defense - Timeless,aceworkz,phrase,unknown,1,1,5.24,0,0.0
2025-11-08,B07W8S6TC3  - Saffron Supplements - *organic saffron supplements* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *organic saffron supplements* - Exact - Main Keywords - SKC - Cambria,organic saffron supplements,exact,unknown,306,4,16.57,0,0.0
2025-11-08,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,organic saffron,exact,unknown,58,2,4.29,0,0.0
2025-11-08,B07W8S6TC3  - Saffron Supplements - *saffron organic* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron organic* - Exact - Main Keywords - SKC - Cambria,saffron organic,exact,unknown,65,1,4.0,0,0.0
2025-11-08,B07W8S6TC3  - Saffron Supplements - *saffron supplement* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron supplement* - Exact - Main Keywords - SKC - Cambria,saffron supplement,exact,unknown,1263,31,98.56,4,79.96
2025-11-08,B07W8S6TC3  - Saffron Supplements - *saffron* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron* - Exact - Main Keywords - SKC - Cambria,saffron,exact,unknown,205,7,20.650000000000002,2,41.98
2025-11-08,B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',saffron supplements,exact,unknown,78,1,2.75,0,0.0
2025-11-08,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,"asin=""B09DTN7P4W""",-,unknown,219,2,3.52,0,0.0
2025-11-08,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B072K71972""",-,unknown,1072,6,8.36,0,0.0
2025-11-08,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B089ZL8VY6""",-,unknown,181,1,3.6,0,0.0
2025-11-08,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B08F2SK7ZW""",-,unknown,3,1,0.98,0,0.0
2025-11-08,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B09DTN7P4W""",-,unknown,1859,13,23.009999999999998,2,41.98
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 3,+saffron +extract,broad,unknown,219,2,2.94,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,+saffron +supplements,broad,unknown,2,1,0.96,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,+safron,broad,unknown,6,2,3.0,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,saffron extract supplements,exact,unknown,53,1,0.18,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B0085MDZDE""",-,unknown,459,2,2.74,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 2,"asin-expanded=""B0DRTVW3PR""",-,unknown,11,1,1.1,1,20.99
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,happy saffron plus,phrase,unknown,77,2,3.4,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 2,saffron,phrase,unknown,6,3,3.5100000000000002,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,saffron gummies,phrase,unknown,12,2,1.95,1,20.99
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,saffron pills,phrase,unknown,168,2,3.74,1,20.99
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,saffron supplements,phrase,unknown,1,1,1.71,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,saffron supplements for women,phrase,unknown,79,2,4.53,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 5,safron,phrase,unknown,454,4,8.0,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,"category=""Saffron""",-,unknown,7,1,1.1,0,0.0
2025-11-08,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,+weight +loss +appetite +suppressant,broad,unknown,24,1,3.41,1,20.99
2025-11-08,B087QTGP1D (MUSHROOM) - SP - AUTO LOOSE,B087QTGP1D (MUSHROOM) - SP - AUTO LOOSE,loose-match,-,unknown,3,1,0.45,0,0.0
2025-11-08,B087QTGP1D (MUSHROOM) - SP - LOW BID PRODUCT,B087QTGP1D (MUSHROOM) - SP - LOW BID PRODUCT,"asin=""B0157EJZGI""",-,unknown,99,1,3.71,0,0.0
2025-11-08,B087QTGP1D (Mushroom) - SP - BROAD,B087QTGP1D (Mushroom) - SP - BROAD,aceworkz 10 mushroom complex,broad,unknown,10,1,3.47,0,0.0
2025-11-08,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 4,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 4,nootropics,broad,unknown,3,1,1.6,0,0.0
2025-11-08,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Exact - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Exact - 3,supplement men,exact,unknown,26,1,2.7,0,0.0
2025-11-08,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Expanded ASIN - 2,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Expanded ASIN - 2,"asin-expanded=""B0CLHT8QQJ""",-,unknown,1,1,1.3,0,0.0
2025-11-08,B087QTGP1D - Mushroom Complex - *mushroom complex* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom complex* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushroom complex,exact,unknown,58,1,4.0,0,0.0
2025-11-08,B087QTGP1D - Mushroom Complex - *mushroom supplement* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom supplement* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushroom supplement,exact,unknown,8,1,4.0,0,0.0
2025-11-08,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushroom supplements,exact,unknown,29,1,2.0,1,22.99
2025-11-08,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',berberine supplement,exact,unknown,17,2,7.2,1,24.99
2025-11-08,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',berberine,exact,unknown,56,5,19.0,1,24.99
2025-11-08,B08HMCY7Y5 (BERBERINE) - SP - LOW BID PRODUCT,B08HMCY7Y5 (BERBERINE) - SP - LOW BID PRODUCT,"asin=""B07W8S6TC3""",-,unknown,34,1,0.47,0,0.0
2025-11-08,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,"asin=""B0CD8PV49D""",-,unknown,335,3,6.87,0,0.0
2025-11-08,B08HMCY7Y5 (Berberine) - SP - PHRASE,B08HMCY7Y5 (Berberine) - SP - PHRASE,berberine,phrase,unknown,6,2,5.71,0,0.0
2025-11-08,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,berberine,broad,unknown,475,1,1.4,0,0.0
2025-11-08,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,berberine hcl,broad,unknown,4,1,2.2,0,0.0
2025-11-08,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 7,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 7,weightloss,broad,unknown,6,2,2.6,0,0.0
2025-11-08,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,berberine phytosome,phrase,unknown,7,2,4.64,0,0.0
2025-11-08,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,berberine supplement,phrase,unknown,203,4,8.0,1,24.99
2025-11-08,B091MGWKT8 (RESTORE) - SP - KWG: MOSS / ORGANIC SKC 'ORGANIC SEA MOSS ',B091MGWKT8 (RESTORE) - SP - KWG: MOSS / ORGANIC SKC 'ORGANIC SEA MOSS ',organic sea moss,exact,unknown,5,1,2.03,0,0.0
2025-11-08,B091MGWKT8 (Restore) - SP - PRODUCT,B091MGWKT8 (Restore) - SP - PRODUCT,"asin=""B07W8S6TC3""",-,unknown,66,1,1.87,0,0.0
2025-11-08,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Broad - 1,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Broad - 1,restore sascha fitness,broad,unknown,34,1,0.45,0,0.0
2025-11-08,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Exact - 2,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Exact - 2,turmeric supplement,exact,unknown,25,1,2.73,0,0.0
2025-11-08,B0C6L9RBKZ (ELITE BRAIN) - SP - AUTO LOOSE,B0C6L9RBKZ (ELITE BRAIN) - SP - AUTO LOOSE,loose-match,-,unknown,3,2,2.12,0,0.0
2025-11-08,B0C6L9RBKZ (Elite Brain) - SP - BROAD,B0C6L9RBKZ (Elite Brain) - SP - BROAD,natural memory vitamins brain for women,broad,unknown,15,1,2.94,0,0.0
2025-11-08,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,fat burner appetite suppressant,exact,unknown,3,1,3.15,0,0.0
2025-11-08,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,hydroxycut,exact,unknown,354,3,8.94,0,0.0
2025-11-08,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,weight loss for women,exact,unknown,58,1,1.29,0,0.0
2025-11-08,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,"asin=""B01BXLYEQ0""",-,unknown,1628,11,21.43,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 12,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 12,pills for fast weight loss,broad,unknown,6,1,1.3,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 16,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 16,weight loss pills,broad,unknown,1,1,1.0,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 17,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 17,weight loss pills for women,broad,unknown,10,1,1.0,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 5,fat burners for men,broad,unknown,128,1,0.92,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,+fat +burner +for +weight +loss,broad,unknown,53,2,3.0,2,65.98
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,+fat +burner +pills,broad,unknown,1,1,1.5,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,+happy +mammoth +ultimate +weight +control,broad,unknown,6,1,1.32,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,+ignite +metabolism,broad,unknown,101,1,0.63,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 7,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 7,+mens +fat +burner,broad,unknown,1,1,1.5,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 7,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 7,+mens +weight +loss +pills,broad,unknown,19,1,1.42,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 1,abdominal fat burner for women,exact,unknown,77,2,4.92,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 2,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 2,craving suppressant,exact,unknown,5,1,1.8,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 4,fat burners for men,exact,unknown,2811,12,20.17,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 8,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 8,mens fat burner,exact,unknown,69,1,1.8,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B07XN7NVQ9""",-,unknown,32,3,3.0,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,"asin-expanded=""B0FLDHLMT7""",-,unknown,11,1,1.0,1,32.99
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,metabolism,phrase,unknown,165,2,2.76,1,32.99
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,thermogenic fat burner,phrase,unknown,217,5,7.35,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 16,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 16,weight loss pill for men,phrase,unknown,33,1,1.95,0,0.0
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burners,phrase,unknown,124,9,13.43,1,32.99
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 8,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 8,ignite pills,phrase,unknown,4,1,0.98,1,32.99
2025-11-08,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 9,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 9,ignite supplement for women,phrase,unknown,1,1,1.5,0,0.0
2025-11-08,B0DM43FG22 (Timeless)  - SP - PRODUCT 2,B0DM43FG22 (Timeless)  - SP - PRODUCT 2,"asin=""B0CJG45WHW""",-,unknown,6,1,3.53,0,0.0
2025-11-08,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,loose-match,-,unknown,18,4,2.5,0,0.0
2025-11-08,Catch All - Cross Selling - Cambria,Catch All - Cross Selling - Cambria,"asin=""B0CT7J7X98""",-,unknown,7,1,0.36,0,0.0
2025-11-08,MUSHROOM - SP - SKC ' MICRODOSING MUSHROOMS ',MUSHROOM - SP - SKC ' MICRODOSING MUSHROOMS ',microdosing mushrooms,exact,unknown,41,1,4.66,0,0.0
2025-11-08,MUSHROOM - SP - SKC ' MUSHROOM PILLS ',MUSHROOM - SP - SKC ' MUSHROOM PILLS ',mushroom pills,exact,unknown,1,1,2.24,0,0.0
2025-11-09,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,organic saffron,exact,unknown,51,1,2.86,0,0.0
2025-11-09,B07W8S6TC3  - Saffron Supplements - *pure saffron supplements* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *pure saffron supplements* - Exact - Main Keywords - SKC - Cambria,pure saffron supplements,exact,unknown,15,1,1.6,0,0.0
2025-11-09,B07W8S6TC3  - Saffron Supplements - *saffron extract* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron extract* - Exact - Main Keywords - SKC - Cambria,saffron extract,exact,unknown,264,1,3.2,0,0.0
2025-11-09,B07W8S6TC3  - Saffron Supplements - *saffron supplement* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron supplement* - Exact - Main Keywords - SKC - Cambria,saffron supplement,exact,unknown,1423,31,98.94,4,83.96
2025-11-09,B07W8S6TC3  - Saffron Supplements - *saffron* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron* - Exact - Main Keywords - SKC - Cambria,saffron,exact,unknown,108,3,9.19,0,0.0
2025-11-09,B07W8S6TC3 (SAFFRON) - SP - AUTO LOOSE,B07W8S6TC3 (SAFFRON) - SP - AUTO LOOSE,loose-match,-,unknown,3,1,0.75,0,0.0
2025-11-09,B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',saffron supplements,exact,unknown,124,6,16.37,2,41.98
2025-11-09,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,"asin=""B09DTN7P4W""",-,unknown,773,4,7.04,0,0.0
2025-11-09,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B072K71972""",-,unknown,963,5,7.16,0,0.0
2025-11-09,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B089ZL8VY6""",-,unknown,185,3,10.8,1,20.99
2025-11-09,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B097TKQSQD""",-,unknown,129,3,3.16,1,20.99
2025-11-09,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,"asin=""B09DTN7P4W""",-,unknown,1332,14,24.72,3,83.96
