date,campaign_id,campaign_name,search_term,impressions,clicks,cost,orders,sales
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 8,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 8,ignite focus supplement,3,1,1.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 1,best rated weight loss pill,5,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 12,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 12,thermogenic fat burner,1,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 13,weight loss,17,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 2,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 2,weight loss pills,2,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,metabolism ignite,121,3,4.5,1,32.99
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 14,vegan thermogenic fat burner,5,1,1.8,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 8,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 8,men fat burner,6,1,1.8,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b09vj6p461,16,1,1.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0c6cx25p5,27,1,1.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0cw7hgtlz,1,1,1.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0fcdpcjyw,38,1,1.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0fhjhdfst,35,1,1.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,fda approved metabolism booster,7,1,1.36,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 12,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 12,organic fat burner men,4,1,1.95,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,thermal ignite fat burner,5,1,1.19,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,fat burner pills for men weight loss,2,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,belly fat burner for women,50,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,burn xt fat burner,30,2,3.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,clembuterol fat burner,8,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,extreme fat burner for women,6,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burner,731,1,1.43,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burner for men,1255,1,1.37,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burner for women weight loss,2,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burner women belly fat,1,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burner yohimbine,2,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burners for women,925,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burners weight loss pills,3,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,healthy fat burner,4,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,most effective thermogenic fat burner and appetite suppressant for post menopause woman,1,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,natural fat burner,55,2,3.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,night fat burner,42,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,night time fat burner no melatonin,2,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,non stim fat burner,11,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,shredabull fat burner,3,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,shredded steel fat burner,4,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,thermogenic fat burner,442,4,6.0,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,thermogenic fat burner for men,49,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,thermogenic fat burner for women,42,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,thermogenic fat burner powder,9,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,thermogenic fat burners,5,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,zantrex-3 high energy fat burner,1,1,1.5,0,0.0
2025-12-03,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Phrase - 23,B0CT7J7X98 - Ignite Fat Burner - Non Branding - Ranking - Cambria  - Phrase - 23,fat loss supplements thermogenic,3,1,0.65,0,0.0
2025-12-03,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,saffron supplements lose weight,1,1,0.66,0,0.0
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',saffron supplement,69,3,9.0,0,0.0
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',B07W8S6TC3 (SAFFRON) - SP - KWG: SAFFRON / SUPPLEMENT SKC ' SAFFRON SUPPLEMENTS',saffron supplements,173,12,35.94,4,83.96
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,b09dtn7p4w,1682,19,30.19,1,20.99
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 1,saffron supplements,390,5,7.93,1,20.99
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,b072k71972,202,4,4.95,0,0.0
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,b09dtn7p4w,191,2,2.98,2,41.98
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,saffron 30 mg,3,1,1.39,0,0.0
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,saffron 30mg,7,1,1.49,0,0.0
2025-12-04,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,saffron for adhd in adults,1,1,1.49,0,0.0
2025-12-04,B07W8S6TC3 (Saffron) - SP - AUTO SUBSTITUTES,B07W8S6TC3 (Saffron) - SP - AUTO SUBSTITUTES,crave control supplement,2,1,0.9,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 2,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 2,b07w8s6tc3,85,1,1.64,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,saffron supplement,253,1,1.5,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 5,organic saffron,28,1,1.26,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,organic saffron supplements,275,2,3.0,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,saffron supplement,913,1,1.5,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,saffron supplements,1410,11,16.5,1,20.99
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,organic saffron,34,1,1.26,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,pure organic saffron,15,1,1.26,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 5,saffron with rosemary,1,1,1.5,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,saffron,1570,2,3.18,1,20.99
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,saffron ?,3,1,1.59,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 2,saffron?,64,1,1.52,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,saffron gummies,240,1,1.68,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 1,b0dv5nbyn2,41,1,1.2,1,20.99
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 2,b0f8y3hbls,2,1,1.1,1,20.99
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Expanded ASIN - 2,b0fpr4hblr,2,1,1.1,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 2,saffron tea organic,12,1,0.98,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,saffron pills for kids,1,1,1.56,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,b079bqqvy7,7,1,0.92,0,0.0
2025-12-04,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,saffron appetite suppressant,21,3,3.95,0,0.0
2025-12-04,B087QTGP1D (MUSHROOM) - SP - KWG: MUSHROOM / SUPPLEMENT SKC 'MUSHROOM SUPPLEMENT',B087QTGP1D (MUSHROOM) - SP - KWG: MUSHROOM / SUPPLEMENT SKC 'MUSHROOM SUPPLEMENT',mushroom supplement,42,2,5.42,1,45.98
2025-12-04,B087QTGP1D (MUSHROOM) - SP - KWG: MUSHROOM / SUPPLEMENT SKC 'MUSHROOM SUPPLEMENT',B087QTGP1D (MUSHROOM) - SP - KWG: MUSHROOM / SUPPLEMENT SKC 'MUSHROOM SUPPLEMENT',mushroom supplements,2,1,3.66,1,22.99
2025-12-04,B087QTGP1D (Mushroom) - SP - BROAD,B087QTGP1D (Mushroom) - SP - BROAD,aceworkz 10 mushroom complex supplement - lion’s mane,9,1,2.97,1,22.99
2025-12-04,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,finland produce mushroom,1,1,1.14,0,0.0
2025-12-04,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,force factor modern mushrooms chews cinnamon roll,1,1,1.26,0,0.0
2025-12-04,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,mushroom capsules,6,1,2.08,0,0.0
2025-12-04,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,mushroom supplement,17,2,4.16,0,0.0
2025-12-04,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Exact - 2,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Exact - 2,mushroom coffee pill,6,1,2.7,0,0.0
2025-12-04,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0cqjcd8nx,3,1,1.3,1,37.62
2025-12-04,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushroom supplement,104,10,38.96,3,68.97
2025-12-04,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 1,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 1,b0ct7j7x98,87,1,1.68,3,72.97
2025-12-04,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',berberine supplement,592,15,31.38,3,74.97
2025-12-04,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',berberine,256,2,6.0,0,0.0
2025-12-04,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,b0cd8pv49d,246,1,2.29,0,0.0
2025-12-04,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,berberine 500mg,97,1,2.2,0,0.0
2025-12-04,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,berberine solaray 500mg,2,1,2.2,0,0.0
2025-12-04,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,berberine for weight loss,3,1,1.85,0,0.0
2025-12-04,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,berberine supplement weight loss,26,1,1.85,0,0.0
2025-12-04,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Exact - 1,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Exact - 1,berberine and l-carnitine,3,1,2.32,0,0.0
2025-12-04,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 7,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 7,formula 1 weightloss,1,1,1.08,0,0.0
2025-12-04,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 7,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 7,nature stuff for weightloss,2,1,1.08,0,0.0
2025-12-04,B091MGWKT8 - O. Sea Moss Ace - Defensive - Cambria  - Exact ASIN - 1,B091MGWKT8 - O. Sea Moss Ace - Defensive - Cambria  - Exact ASIN - 1,b087qtgp1d,21,1,2.0,0,0.0
2025-12-04,B0C6L9RBKZ (ELITE BRAIN) - SP - LOW BID AUTO SUBSTITUTES,B0C6L9RBKZ (ELITE BRAIN) - SP - LOW BID AUTO SUBSTITUTES,b091mgwkt8,1,1,0.43,0,0.0
2025-12-04,B0C6L9RBKZ (Elite Brain) - SP - BROAD 1,B0C6L9RBKZ (Elite Brain) - SP - BROAD 1,aceworkz elite brain,3,1,1.7,1,32.99
2025-12-04,B0C6L9RBKZ - Elite Brain Supplement - Defensive - Cambria  - Exact ASIN - 2,B0C6L9RBKZ - Elite Brain Supplement - Defensive - Cambria  - Exact ASIN - 2,b0c6l9rbkz,8,1,1.68,0,0.0
2025-12-04,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,fat burner and appetite suppressant,10,1,3.16,0,0.0
2025-12-04,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,fat burner appetite suppressant,12,1,3.37,0,0.0
2025-12-04,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,hydroxycut,616,4,9.08,2,65.98
2025-12-04,B0CT7J7X98 (IGNITE) - SP - KWG: WEIGHT / MEN SKC 'WEIGHT LOSS PILLS MEN',B0CT7J7X98 (IGNITE) - SP - KWG: WEIGHT / MEN SKC 'WEIGHT LOSS PILLS MEN',weight loss pills for men,13,2,4.4,1,32.99
2025-12-04,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,b01bxlyeq0,914,10,15.16,0,0.0
2025-12-04,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,b07xn7nvq9,88,1,1.41,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - *fat burner for men* - Exact - Ranking - Main Keywords - SKC- Cambria,B0CT7J7X98 - Ignite Fat Burner - *fat burner for men* - Exact - Ranking - Main Keywords - SKC- Cambria,fat burner for men,57,1,0.69,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - *fat burner for women* - Exact - Ranking - Main Keywords - SKC- Cambria,B0CT7J7X98 - Ignite Fat Burner - *fat burner for women* - Exact - Ranking - Main Keywords - SKC- Cambria,fat burners for women,36,1,1.0,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,b091mgwkt8,8,1,2.0,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,ignite supplement,5,1,1.17,1,32.99
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 1,weight loss appetite suppressant,5,1,1.3,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 15,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 15,fat burners for women,697,1,1.3,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 15,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 15,thermogenic fat burner,349,1,1.3,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 6,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 6,fat burner for men,4,1,1.3,0,0.0
2025-12-04,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 13,thermogenic for weight loss,10,1,1.5,0,0.0
