date,campaign_id,campaign_name,search_term,impressions,clicks,cost,orders,sales
2025-11-13,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,best appetite control & suppressants,5,1,3.41,0,0.0
2025-11-13,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,saffron appetite suppressant,1,1,1.46,0,0.0
2025-11-13,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,saffron extract appetite suppressant,4,1,1.84,0,0.0
2025-11-13,B087QTGP1D (MUSHROOM) - SP - LOW BID PRODUCT,B087QTGP1D (MUSHROOM) - SP - LOW BID PRODUCT,b0157ejzgi,70,1,3.32,0,0.0
2025-11-13,B087QTGP1D (MUSHROOM) - SP - LOW BID PRODUCT,B087QTGP1D (MUSHROOM) - SP - LOW BID PRODUCT,b095j9n224,8,1,3.15,0,0.0
2025-11-13,B087QTGP1D (Mushroom) - SP - BROAD,B087QTGP1D (Mushroom) - SP - BROAD,aceworkz,5,1,1.53,0,0.0
2025-11-13,B087QTGP1D (Mushroom) - SP - BROAD,B087QTGP1D (Mushroom) - SP - BROAD,aceworkz 10 mushroom complex,3,1,3.6,1,22.99
2025-11-13,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 2,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 2,l tyrosine and lions mane supplement,2,1,2.08,0,0.0
2025-11-13,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,mushroom complex extract complex capsules extra strength,1,1,1.26,0,0.0
2025-11-13,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 4,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 4,buck supplement men,1,1,1.6,0,0.0
2025-11-13,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 4,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 4,zma supplements for men,1,1,1.6,0,0.0
2025-11-13,B087QTGP1D - Mushroom Complex - *mushroom complex* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom complex* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushroom complex,20,1,4.0,0,0.0
2025-11-13,B087QTGP1D - Mushroom Complex - *mushroom supplement* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom supplement* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushroom supplement,18,1,4.0,0,0.0
2025-11-13,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,B087QTGP1D - Mushroom Complex - *mushroom supplements* - Exact - Ranking -  Main Keywords - SKC- Cambria,mushrooms supplement,1,1,4.0,0,0.0
2025-11-13,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 1,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 1,b0ct7j7x98,202,2,3.4,0,0.0
2025-11-13,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',berberine supplement,217,13,62.03,3,99.96
2025-11-13,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',berberine,152,5,21.19,2,49.98
2025-11-13,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,b08hcy5t43,42,1,2.73,0,0.0
2025-11-13,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,b0cbb1h324,24,1,1.9,0,0.0
2025-11-13,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,B08HMCY7Y5 (BERBERINE) - SP - PRODUCT 1,b0cd8pv49d,312,4,9.1,2,49.98
2025-11-13,B08HMCY7Y5 (Berberine) - SP - PHRASE,B08HMCY7Y5 (Berberine) - SP - PHRASE,appetite suppressant berberine,3,1,2.57,0,0.0
2025-11-13,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 1,berberine 1500mg,8,1,1.03,0,0.0
2025-11-13,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 2,berberina,6,1,2.2,0,0.0
2025-11-13,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,berberine supplements weight loss,6,1,2.2,1,24.99
2025-11-13,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Broad - 5,inositol & berberine supplement for women,1,1,2.2,0,0.0
2025-11-13,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,berberine supplement,244,5,10.0,1,24.99
2025-11-13,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,B08HMCY7Y5 - Berberine  - Non Branded - ST - SD - Scaling - Cambria  - Phrase - 3,berberine supplement appetite suppressant,3,1,2.32,0,0.0
2025-11-13,B08HMCY7Y5 - Berberine  - Offensive - ST - SD - Scaling - Cambria  - Expanded ASIN - 1,B08HMCY7Y5 - Berberine  - Offensive - ST - SD - Scaling - Cambria  - Expanded ASIN - 1,b0ctkcnrqs,82,1,1.43,0,0.0
2025-11-13,B08HMCY7Y5 - Berberine  - Offensive - ST - SD - Scaling - Cambria  - Expanded ASIN - 3,B08HMCY7Y5 - Berberine  - Offensive - ST - SD - Scaling - Cambria  - Expanded ASIN - 3,b0c6l9rbkz,9,1,1.18,0,0.0
2025-11-13,B08HMCY7Y5 - Berberine  - Offensive - ST - SD - Scaling - Cambria  - Expanded ASIN - 3,B08HMCY7Y5 - Berberine  - Offensive - ST - SD - Scaling - Cambria  - Expanded ASIN - 3,b0ct7j7x98,4,1,1.03,0,0.0
2025-11-13,B091MGWKT8 (RESTORE) - SP - BRAND,B091MGWKT8 (RESTORE) - SP - BRAND,ace ankle support,1,1,3.31,0,0.0
2025-11-13,B091MGWKT8 (Restore) - SP - AUTO SUBSTITUTES,B091MGWKT8 (Restore) - SP - AUTO SUBSTITUTES,b0cnxzft6y,8,1,1.39,0,0.0
2025-11-13,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Phrase - 1,B091MGWKT8 - O. Sea Moss - Non Branded - Scaling - Cambria  - Phrase - 1,adrenal support with bioperine,1,1,2.32,1,19.99
2025-11-13,B091MGWKT8 - O. Sea Moss Ace - Defensive - Cambria  - Exact ASIN - 2,B091MGWKT8 - O. Sea Moss Ace - Defensive - Cambria  - Exact ASIN - 2,b0c6l9rbkz,1,1,2.0,0,0.0
2025-11-13,B0C6L9RBKZ (Elite Brain) - SP - BROAD,B0C6L9RBKZ (Elite Brain) - SP - BROAD,alpha brain nootropic,1,1,2.77,0,0.0
2025-11-13,B0C6L9RBKZ (Elite Brain) - SP - BROAD,B0C6L9RBKZ (Elite Brain) - SP - BROAD,memory vitamins brain for women,61,1,3.17,0,0.0
2025-11-13,B0C6L9RBKZ - Elite Brain Supplement - Defensive - Cambria  - Exact ASIN - 2,B0C6L9RBKZ - Elite Brain Supplement - Defensive - Cambria  - Exact ASIN - 2,b0c6l9rbkz,11,1,1.84,0,0.0
2025-11-13,B0C6L9RBKZ - Elite Brain Supplement - Non Branded - Ranking - Cambria  - Exact - 1,B0C6L9RBKZ - Elite Brain Supplement - Non Branded - Ranking - Cambria  - Exact - 1,brain supplements for memory and focus,16,1,1.82,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,abdominal fat burner for men,10,1,1.97,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,fat burner & appetite suppressant,16,1,4.14,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,fat burner and appetite suppressant,21,2,6.41,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,fat burner appetite suppressant,22,1,4.71,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,hydroxycut,1825,2,4.61,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,men fat burner pills,12,1,3.1,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - EXACT,B0CT7J7X98 (IGNITE) - SP - EXACT,metabolism booster,299,4,9.36,1,32.99
2025-11-13,B0CT7J7X98 (IGNITE) - SP - KWG: WEIGHT / MEN SKC 'WEIGHT LOSS PILLS MEN',B0CT7J7X98 (IGNITE) - SP - KWG: WEIGHT / MEN SKC 'WEIGHT LOSS PILLS MEN',weight loss pills for men,7,1,2.2,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,b01bxlyeq0,1820,8,14.14,1,32.99
2025-11-13,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,b0cg3sl43q,85,1,1.13,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,b0ctbjx4g5,56,1,2.7,0,0.0
2025-11-13,B0CT7J7X98 (IGNITE) - SP - Product 1,B0CT7J7X98 (IGNITE) - SP - Product 1,far burner for women,1,1,1.13,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 1,b0ct7j7x98,73,2,3.47,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 2,B0CT7J7X98 - Ignite Fat Burner - Defensive - Cambria  - Exact ASIN - 2,b07w8s6tc3,67,1,1.8,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 10,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 10,slow down metabolism,2,1,1.3,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 12,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 12,pills for fast weight loss,253,1,1.3,1,32.99
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 5,fat burner for men,194,1,1.3,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 9,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 9,mens fat burner,329,2,2.58,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 9,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad - 9,strongest fat burner for men,2,1,1.3,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 3,fat burners for women weight loss,150,1,1.5,1,32.99
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Broad Modifier - 6,metabolism ignite weight loss,20,2,0.9,1,32.99
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Exact - 4,fat burner for men,2184,3,4.71,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b08qmp88nc,3,1,1.0,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0djrr6tkd,1,1,1.0,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0dzy433zw,3,1,1.0,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Expanded ASIN - 1,b0fcrmxjkk,32,1,0.92,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 1,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 1,abdominal fat burner for women,4,1,1.5,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 10,metabolism booster weight loss pills for women,7,1,1.38,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 13,rapid weight loss for women,8,1,1.86,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,thermo burn fat burner weight loss,6,1,1.73,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,thermogenic fat burner,344,1,1.5,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,thermogenic fat burner for men,48,1,1.5,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 14,thermogenic fat burner pills,10,1,1.5,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 16,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 16,strong weight loss pills for men,6,1,1.95,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 4,fat burner and appetite suppressant for women,4,1,1.95,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,caffeine free fat burner,6,1,1.5,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burner,140,1,1.5,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,fat burners for women,164,1,1.5,1,32.99
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,informed fat burner,2,1,1.5,0,0.0
2025-11-13,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,B0CT7J7X98 - Ignite Fat Burner - Non Branded - Scaling - Cambria  - Phrase - 5,thermo ignite fat burner,9,1,0.74,0,0.0
2025-11-13,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,ignite,48,1,0.72,1,32.99
2025-11-13,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,men's vitamins for weight loss and more energy,1,1,0.66,0,0.0
2025-11-13,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,mens love handle fat burner overnight before sleep melatonin free,2,1,0.66,0,0.0
2025-11-13,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,rex md ignite,1,1,0.15,0,0.0
2025-11-13,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,saffron supplement weight loss,1,1,0.3,0,0.0
2025-11-13,CATCH ALL - SP - AUTO,CATCH ALL - SP - AUTO,weight loss for heart patients,1,1,0.45,0,0.0
2025-11-13,MUSHROOM - SP - SKC ' MUSHROOM 10X COMPLEX ',MUSHROOM - SP - SKC ' MUSHROOM 10X COMPLEX ',mushroom 10x complex,21,1,5.01,0,0.0
2025-11-14,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *organic saffron* - Exact - Main Keywords - SKC - Cambria,organic saffron,63,1,2.58,0,0.0
2025-11-14,B07W8S6TC3  - Saffron Supplements - *saffron supplement* - Exact - Main Keywords - SKC - Cambria,B07W8S6TC3  - Saffron Supplements - *saffron supplement* - Exact - Main Keywords - SKC - Cambria,saffron supplements,295,12,31.92,2,41.98
2025-11-14,B07W8S6TC3 (SAFFRON) - SP - AUTO LOOSE,B07W8S6TC3 (SAFFRON) - SP - AUTO LOOSE,food cravings,1,1,0.47,0,0.0
2025-11-14,B07W8S6TC3 (SAFFRON) - SP - BRAND,B07W8S6TC3 (SAFFRON) - SP - BRAND,ace the bathound,1,1,3.15,0,0.0
2025-11-14,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,b072k71972,1153,5,7.5,2,41.98
2025-11-14,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,b09dtn7p4w,681,11,17.66,2,41.98
2025-11-14,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,B07W8S6TC3 (SAFFRON) - SP - PRODUCT 2,saffron supplements,172,4,7.08,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 2,B07W8S6TC3 - Saffron Supplement - Defensive - Cambria  - Exact ASIN - 2,b07w8s6tc3,72,1,1.91,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 1,saffron supplements,10,1,0.62,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 2,saffron extract,24,1,1.5,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad - 3,saffron pills,40,1,1.5,1,20.99
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Broad Modifier - 4,saffron capsules supplement,2,1,1.5,1,20.99
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 3,saffron extract supplements,10,1,2.21,1,20.99
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact - 4,saffron supplements for women,222,3,5.1,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,b0drtvw3pr,39,1,1.1,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Exact ASIN - 3,weight loss pills for women,11,1,0.69,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,best saffron supplement for adhd,5,1,1.64,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,brain md happy saffron plus,5,1,1.7,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 1,diet pills that work fast for women,19,1,1.7,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 2,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 2,saffron for kids adhd,1,1,1.17,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,organic saffron supplements,59,2,3.08,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,B07W8S6TC3 - Saffron Supplement - Non Branded - ST - SD Scaling - Cambria  - Phrase - 4,saffron supplements 30mg,4,1,1.54,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,B07W8S6TC3 - Saffron Supplement - Offensive - CT - Scaling - Cambria,b0cy5l4f81,3,1,1.1,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,natural appetite suppressant,4,1,3.41,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,saffron appetite suppressant,9,1,1.39,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - BM - Cambria,saffron extract appetite suppressant,1,1,1.94,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - Phrase - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - Phrase - Cambria,appetite suppressant,54,1,2.84,0,0.0
2025-11-14,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - Phrase - Cambria,B07W8S6TC3 - Saffron Supplement - appetite KW Testing - Phrase - Cambria,appetite suppressant drink mix,1,1,2.84,0,0.0
2025-11-14,B087QTGP1D (Mushroom) - SP - BROAD,B087QTGP1D (Mushroom) - SP - BROAD,aceworkz 10 mushroom complex,3,1,1.34,0,0.0
2025-11-14,B087QTGP1D (Mushroom) - SP - BROAD,B087QTGP1D (Mushroom) - SP - BROAD,mushroom complex,8,1,3.15,0,0.0
2025-11-14,B087QTGP1D - M. Complex Supplement - Defensive - Cambria  - Exact ASIN - 2,B087QTGP1D - M. Complex Supplement - Defensive - Cambria  - Exact ASIN - 2,b07w8s6tc3,50,1,2.0,1,20.99
2025-11-14,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,mushroom,6,1,1.26,1,22.99
2025-11-14,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,mushroom aceworks,2,1,1.06,1,22.99
2025-11-14,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,mushroom extract supplements,1,1,1.6,0,0.0
2025-11-14,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,mushroom supplement 3rd party tested,2,1,1.6,0,0.0
2025-11-14,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,B087QTGP1D - M. Complex Supplement - Non Branded - Scaling - Cambria  - Broad - 3,triple mushroom,2,1,1.26,0,0.0
2025-11-14,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 2,B08HMCY7Y5  - B. HCL Supplement - Defensive - Cambria  - Exact ASIN - 2,b07w8s6tc3,89,1,2.0,0,0.0
2025-11-14,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE / SUPPLEMENT SKC 'BERBERINE SUPPLEMENT',berberine supplement,378,13,60.77,3,74.97
2025-11-14,B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',B08HMCY7Y5 (BERBERINE) - SP - KWG: BERBERINE SKC 'BERBERINE',berberine,72,4,20.92,1,24.99
